orf_id	ref dbname	EC	product	value
L2_144_48	COG_2013-12-27		COG0052 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein S2 Organism: Staphylococcus aureus N315 (Sau)	15.0
	refseq-nr-2014-01-18		30S ribosomal protein S2	3.0
	seed-2014-01-30		SSU ribosomal protein S2p (SAe)	4.0

L2_144_49	COG_2013-12-27		COG0103 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein S9 Organism: Neisseria meningitidis MC58 (Nme)	15.0
	refseq-nr-2014-01-18		30S ribosomal protein S9	3.0
	seed-2014-01-30		SSU ribosomal protein S9p (S16e)	4.0

L2_144_50	COG_2013-12-27		COG0102 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein L13 Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		50S ribosomal protein L13	3.0
	seed-2014-01-30		LSU ribosomal protein L13p (L13Ae)	4.0

L2_144_51	COG_2013-12-27		COG1160 # R General function prediction only Function: Predicted GTPases Organism: Staphylococcus aureus N315 (Sau)	15.0
	refseq-nr-2014-01-18		GTP-binding protein Der	2.0
	seed-2014-01-30		GTP-binding protein EngA	2.0

L2_144_52	COG_2013-12-27		COG0489 # D Cell cycle control, cell division, chromosome partitioning Function: ATPases involved Organism: Nostoc sp. PCC 7120 (Nos)	19.0
	refseq-nr-2014-01-18		ATPase involved chromosome partitioning	4.0
	seed-2014-01-30		Cytosolic Fe-S cluster assembling factor NBP35 / Chromosome (plasmid) partitioning protein ParA	11.0

L2_144_53	COG_2013-12-27		COG0694 # O Posttranslational modification, protein turnover, chaperones Function: Thioredoxin-like proteins domains Organism: Nostoc sp. PCC 7120 (Nos)	17.0
	refseq-nr-2014-01-18		nitrogen-fixing protein NifU	2.0
	seed-2014-01-30		NifU-like domain protein	2.0

L2_144_54				
	refseq-nr-2014-01-18		cell division protein FtsK	3.0
	seed-2014-01-30		Cell division protein FtsK	3.0

L2_144_55				
	refseq-nr-2014-01-18		glycine cleavage system protein T	4.0
	seed-2014-01-30	2.1.2.10	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	18.0
	metacyc-v4-2011-07-03	2.1.2.10	Aminomethyltransferase OS Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN gcvT PE 3 SV 1 # UNIPROT B3QV24 GCVT-RXN 2.1.2.10	30.0

L2_145_1				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		FIG00559246: 	1.0

L2_145_3				
	refseq-nr-2014-01-18		putative intracellular protease/amidase	3.0
	seed-2014-01-30		ThiJ/PfpI domain protein	2.0

L2_145_4				
	refseq-nr-2014-01-18		thiamine pyrophosphate-dependent enzyme, possible carboligase or decarboxylase	7.0
	seed-2014-01-30	4.1.1.7	probable benzoylformate decarboxylase (EC 4.1.1.7)	15.0

L2_145_5				
	refseq-nr-2014-01-18		thiazole biosynthesis protein ThiJ	3.0
	seed-2014-01-30		ThiJ/PfpI domain protein	2.0

L2_145_6				
	refseq-nr-2014-01-18		Glyoxalase/bleomycin resistance protein/dioxygenase	3.0
	seed-2014-01-30		COG0346: Lactoylglutathione lyase related lyases	5.0

L2_145_7	COG_2013-12-27		COG1523 # G Carbohydrate transport metabolism Function: Type II secretory pathway, pullulanase PulA related glycosidases Organism: Methanosarcina acetivorans str.C2A (Mac)	20.0
	CAZY_2014_09_04		glycogen debranching enzyme GlgX [ (CBM48)	6.0
	refseq-nr-2014-01-18		glycogen debranching enzyme GlgX	4.0
	seed-2014-01-30		Glycogen debranching enzyme (EC 3.2.1.-)	5.0

L2_145_8	COG_2013-12-27		NULL # R General function prediction only Function: Putative intracellular protease/amidase Organism: Synechocystis (Syn)	14.0
	refseq-nr-2014-01-18		N-acyl-D-glucosamine 2-epimerase	2.0
	seed-2014-01-30		FIG01132818: 	1.0

L2_145_11				
	refseq-nr-2014-01-18		amino acid ABC transporter substrate-binding protein	5.0
	seed-2014-01-30		extracellular solute-binding protein, family 3	5.0

L2_145_13				
	refseq-nr-2014-01-18		carbonic anhydrase	2.0
	seed-2014-01-30	4.2.1.1	Carbonic anhydrase (EC 4.2.1.1)	14.0

L2_145_14				
	refseq-nr-2014-01-18		permease	1.0

L2_145_15				
	refseq-nr-2014-01-18		thiamine pyrophosphate-dependent enzyme, possible carboligase or decarboxylase	7.0
	seed-2014-01-30	4.1.1.7	probable benzoylformate decarboxylase (EC 4.1.1.7)	15.0

L2_145_16				
	refseq-nr-2014-01-18		putative intracellular protease/amidase	3.0
	seed-2014-01-30		ThiJ/PfpI domain protein	2.0

L2_145_18				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		FIG00559246: 	1.0

L2_146_0				
	seed-2014-01-30		FIG00498400: 	1.0

L2_146_1				
	refseq-nr-2014-01-18		GCN5 family acetyltransferase	3.0
	seed-2014-01-30		Histone acetyltransferase HPA2 related acetyltransferases	5.0

L2_146_2				
	refseq-nr-2014-01-18		cobalamin biosynthesis protein	2.0
	seed-2014-01-30		Putative metal chaperone, involved Zn homeostasis, GTPase COG0523 family	9.0

L2_146_3				
	refseq-nr-2014-01-18		ABC transporter permease	3.0
	seed-2014-01-30		Lipoprotein releasing system transmembrane protein LolC	5.0

L2_146_4				
	seed-2014-01-30		Lipoprotein releasing system transmembrane protein LolC	5.0

L2_146_5				
	refseq-nr-2014-01-18		diguanylate cyclase	2.0
	seed-2014-01-30		GGDEF domain protein	2.0

L2_146_6				
	refseq-nr-2014-01-18		phosphate-binding protein	1.0
	seed-2014-01-30		phosphate-binding protein, putative	3.0

L2_146_8				
	refseq-nr-2014-01-18		N-acetyl-gamma-glutamyl-phosphate reductase	2.0
	seed-2014-01-30	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	14.0
	metacyc-v4-2011-07-03	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase OS Chlorobium tepidum GN argC PE 3 SV 1 # UNIPROT Q8KDE3 N-ACETYLGLUTPREDUCT-RXN 1.2.1.38	26.0

L2_146_9				
	refseq-nr-2014-01-18		MULTISPECIES: ornithine acetyltransferase	3.0
	seed-2014-01-30	2.3.1.35	Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase 2.3.1.1)	18.0
	metacyc-v4-2011-07-03	2.3.1.35	Arginine biosynthesis bifunctional protein ArgJ OS Chlorobium chlorochromatii (strain CaD3) GN argJ PE 3 SV 1 # UNIPROT Q3ASI6 N-ACETYLTRANSFER-RXN 2.3.1.35 2.3.1.1	31.0

L2_146_10	COG_2013-12-27		COG0548 # E Amino acid transport metabolism Function: Acetylglutamate kinase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		acetylglutamate kinase	2.0
	seed-2014-01-30	2.7.2.8	Acetylglutamate kinase (EC 2.7.2.8)	14.0
	metacyc-v4-2011-07-03	2.7.2.8	Acetylglutamate kinase OS Clostridium thermocellum (strain ATCC 27405 / DSM 1237) GN argB PE 3 SV 1 # UNIPROT A3DGK6 ACETYLGLUTKIN-RXN 2.7.2.8	32.0

L2_146_11	COG_2013-12-27		COG0078 # E Amino acid transport metabolism Function: Ornithine carbamoyltransferase Organism: Methanosarcina acetivorans str.C2A (Mac)	15.0
	refseq-nr-2014-01-18		ornithine carbamoyltransferase	2.0
	seed-2014-01-30	2.1.3.3	Ornithine carbamoyltransferase (EC 2.1.3.3)	14.0
	metacyc-v4-2011-07-03	2.1.3.3	Ornithine carbamoyltransferase, chloroplastic OS Pisum sativum GN ARGF PE 2 SV 1 # UNIPROT Q43814 ORNCARBAMTRANSFER-RXN 2.1.3.3	27.0

L2_146_12				
	refseq-nr-2014-01-18		arginine repressor ArgR	3.0
	seed-2014-01-30		Arginine pathway regulatory protein ArgR, repressor arg regulon	7.0

L2_146_13	COG_2013-12-27		COG0137 # E Amino acid transport metabolism Function: Argininosuccinate synthase Organism: Staphylococcus aureus N315 (Sau)	15.0
	refseq-nr-2014-01-18		argininosuccinate synthase	2.0
	seed-2014-01-30	6.3.4.5	Argininosuccinate synthase (EC 6.3.4.5)	14.0
	metacyc-v4-2011-07-03	6.3.4.5	Argininosuccinate synthase OS Renibacterium salmoninarum (strain ATCC 33209 / DSM 20767 JCM 11484 NBRC 15589 NCIMB 2235) GN argG PE 3 SV 1 # UNIPROT A9WQ90 ARGSUCCINSYN-RXN 6.3.4.5	38.0

L2_146_14				
	refseq-nr-2014-01-18		chromosomal replication initiator protein DnaA	4.0
	seed-2014-01-30		Chromosomal replication initiator protein DnaA	4.0

L2_147_0				
	seed-2014-01-30		FIG00498400: 	1.0

L2_147_1				
	refseq-nr-2014-01-18		bacteriochlorophyll/chlorophyll synthase	2.0
	seed-2014-01-30	2.5.1.62	Chlorophyll synthase ChlG (EC 2.5.1.62)	15.0

L2_147_2				
	CAZY_2014_09_04		glycosyl transferase family 2 [ (GT2)	6.0
	refseq-nr-2014-01-18		glycosyl transferase	2.0
	seed-2014-01-30		Glycosyl transferase, family 2	4.0

L2_147_3	COG_2013-12-27		COG1611 # R General function prediction only Function: Predicted Rossmann fold nucleotide-binding protein Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0
	refseq-nr-2014-01-18		lysine decarboxylase family protein	3.0
	seed-2014-01-30		5.2 Protein unknown function similar to proteins from other organisms	10.0

L2_147_5				
	refseq-nr-2014-01-18		peptide methionine sulfoxide reductase MsrB/msrA	5.0
	seed-2014-01-30	1.8.4.12	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) / MsrA 1.8.4.11)	20.0

L2_140_0				
	refseq-nr-2014-01-18		Haemagluttinin:Filamentous haemagglutinin-like	2.0

L2_140_1				
	refseq-nr-2014-01-18		adenosylcobinamide kinase	2.0
	seed-2014-01-30	2.7.7.62	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	14.0

L2_141_0	COG_2013-12-27		COG1219 # O Posttranslational modification, protein turnover, chaperones Function: ATP-dependent protease Clp, ATPase subunit Organism: Staphylococcus aureus N315 (Sau)	18.0
	refseq-nr-2014-01-18		ATP-dependent Clp protease ATP-binding subunit ClpX	6.0
	seed-2014-01-30		ATP-dependent Clp protease ATP-binding subunit ClpX	6.0

L2_141_1				
	seed-2014-01-30		FIG00496204: 	1.0

L2_141_2	COG_2013-12-27		COG0493 # ER Function: NADPH-dependent glutamate synthase beta chain related oxidoreductases Organism: Schizosaccharomyces pombe (Spo)	15.0
	refseq-nr-2014-01-18		NADH/NADPH-dependent glutamate synthase small subunit	5.0
	seed-2014-01-30	1.4.1.13	Glutamate synthase small chain (EC 1.4.1.13)	16.0
	metacyc-v4-2011-07-03	1.4.1.13	Putative glutamate synthase OS Schizosaccharomyces pombe (strain ATCC 38366 / 972) GN SPAPB1E7.07 PE 2 SV 1 # UNIPROT Q9C102 GLUTAMATESYN-RXN SPOM-XXX-01:SPOM-XXX-01-001756-MONOMER 1.4.1.13	33.0

L2_141_3				
	refseq-nr-2014-01-18		Glutamate synthase large chain	4.0
	seed-2014-01-30	1.4.1.13	Glutamate synthase large chain (EC 1.4.1.13)	16.0
	metacyc-v4-2011-07-03	1.4.7.1	PROBABLE FERREDOXIN-DEPENDENT GLUTAMATE SYNTHASE (LARGE SUBUNIT) GLTB (L-GLUTAMATE SYNTHASE) SYNTHETASE) (NADH-GLUTAMATE (GLUTAMATE (NADH))(NADPH-GOGAT) OS Mycobacterium tuberculosis GN gltB PE 4 SV 3 # UNIPROT P96218 GLUTAMATE-SYNTHASE-(FERREDOXIN)-RXN 1.4.7.1	37.0

L2_141_4	COG_2013-12-27		COG0588 # G Carbohydrate transport metabolism Function: Phosphoglycerate mutase 1 Organism: Escherichia coli O157:H7 EDL933 (EcZ)	16.0
	refseq-nr-2014-01-18		Phosphoglycerate mutase, 2,3-bisphosphoglycerate-dependent	3.0
	seed-2014-01-30	5.4.2.1	Phosphoglycerate mutase (EC 5.4.2.1)	14.0
	metacyc-v4-2011-07-03	5.4.2.1	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase OS Corynebacterium jeikeium (strain K411) GN gpmA PE 3 SV 1 # UNIPROT Q4JSW4 3PGAREARR-RXN CJEI306537:JK1912-MONOMER 5.4.2.1	30.0

L2_141_5				
	refseq-nr-2014-01-18		2-nitropropane dioxygenase	2.0
	seed-2014-01-30	1.3.1.9	Enoyl- reductase (EC 1.3.1.9)	14.0

L2_141_6				
	seed-2014-01-30		FIG00496133: 	1.0

L2_141_7	COG_2013-12-27		COG0590 # FJ Function: Cytosine/adenosine deaminases Organism: Nostoc sp. PCC 7120 (Nos)	12.0
	refseq-nr-2014-01-18		tRNA specific adenosine deaminase	4.0
	seed-2014-01-30		tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	5.0

L2_141_8	COG_2013-12-27		COG0045 # C Energy production conversion Function: Succinyl-CoA synthetase, beta subunit Organism: Staphylococcus aureus N315 (Sau)	16.0
	refseq-nr-2014-01-18		malate--CoA ligase subunit beta	4.0
	seed-2014-01-30	6.2.1.5	Succinyl-CoA ligase beta chain (EC 6.2.1.5)	16.0
	metacyc-v4-2011-07-03	6.2.1.5	Succinyl-CoA ligase subunit beta OS Flavobacterium psychrophilum (strain JIP02/86 / ATCC 49511) GN sucC PE 3 SV 1 # UNIPROT A6GY30 SUCCCOASYN-RXN 6.2.1.5	33.0

L2_141_9				
	refseq-nr-2014-01-18		coenzyme F420 hydrogenase subunit beta	5.0
	seed-2014-01-30		Coenzyme F420-reducing hydrogenase related protein	4.0

L2_141_10				
	refseq-nr-2014-01-18		macrolide ABC transporter ATP-binding protein	4.0
	seed-2014-01-30		Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)	6.0

L2_141_11				
	refseq-nr-2014-01-18		RND transporter	2.0
	seed-2014-01-30		efflux transporter, RND family, MFP subunit	6.0

L2_141_12				
	refseq-nr-2014-01-18		transporter	1.0
	seed-2014-01-30		outer membrane efflux protein	3.0

L2_142_0				
	refseq-nr-2014-01-18		XRE family transcriptional regulator	4.0
	seed-2014-01-30		transcriptional regulator, XRE family	4.0

L2_142_1				
	seed-2014-01-30		FIG00498552: 	1.0

L2_142_2				
	refseq-nr-2014-01-18		MULTISPECIES: nucleotidyltransferase	2.0

L2_142_4				
	seed-2014-01-30		FIG00498560: 	1.0

L2_143_0	COG_2013-12-27		COG1049 # C Energy production conversion Function: Aconitase B Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	refseq-nr-2014-01-18		bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	5.0
	seed-2014-01-30	4.2.1.3	Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase 4.2.1.99)	19.0
	metacyc-v4-2011-07-03	4.2.1.99	Aconitate hydratase 2 OS Pseudomonas aeruginosa GN acnB PE 3 SV 1 # UNIPROT Q9I2V5 ACONITATEHYDR-RXN PAER208964:PA1787-MONOMER 4.2.1.99 4.2.1.3	29.0

L2_143_2				
	refseq-nr-2014-01-18		transporter	1.0
	seed-2014-01-30		Auxin Efflux Carrier	3.0

L2_143_3	COG_2013-12-27		COG0766 # M Cell wall/membrane/envelope biogenesis Function: UDP-N-acetylglucosamine enolpyruvyl transferase Organism: Salmonella typhimurium LT2 (Sty)	15.0
	refseq-nr-2014-01-18		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.0
	seed-2014-01-30	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	14.0
	metacyc-v4-2011-07-03	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS Rhodospirillum centenum (strain ATCC 51521 / SW) GN murA PE 3 SV 1 # UNIPROT B6INF7 UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN 2.5.1.7	31.0

L2_143_4				
	refseq-nr-2014-01-18		peptidase M23	2.0
	seed-2014-01-30		Periplasmic septal ring factor murein hydrolase activity EnvC/YibP	8.0

L2_143_5	COG_2013-12-27		COG0171 # H Coenzyme transport metabolism Function: NAD synthase Organism: Fusobacterium nucleatum (Fnu)	13.0
	refseq-nr-2014-01-18		NAD synthetase	2.0
	seed-2014-01-30	6.3.1.5	NAD synthetase (EC 6.3.1.5)	14.0
	metacyc-v4-2011-07-03	6.3.1.5	NH(3)-dependent NAD(+) synthetase OS Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 SZ) GN nadE PE 3 SV 1 # UNIPROT B3E4K8 NAD-SYNTH-NH3-RXN 6.3.1.5	34.0

L2_143_6	COG_2013-12-27		COG0029 # H Coenzyme transport metabolism Function: Aspartate oxidase Organism: Escherichia coli O157:H7 (Ecs)	14.0
	refseq-nr-2014-01-18		L-aspartate oxidase NadB	3.0
	seed-2014-01-30	1.4.3.16	L-aspartate oxidase (EC 1.4.3.16)	14.0
	metacyc-v4-2011-07-03	1.4.3.16	L-aspartate oxidase OS Escherichia coli O157:H7 GN nadB PE 3 SV 1 # UNIPROT Q8XA23 L-ASPARTATE-OXID-RXN ECOL83334:ECS3440-MONOMER 1.4.3.16	28.0

L2_143_7				
	refseq-nr-2014-01-18		membrane protein	1.0
	seed-2014-01-30		DedA protein	1.0

L2_143_8	COG_2013-12-27		COG1945 # S Function unknown Function: Uncharacterized conserved protein Organism: Methanosarcina acetivorans str.C2A (Mac)	12.0
	refseq-nr-2014-01-18		pyruvoyl-dependent arginine decarboxylase	3.0
	seed-2014-01-30	4.1.1.19	Pyruvoyl-dependent arginine decarboxylase 2 (EC 4.1.1.19)	16.0
	metacyc-v4-2011-07-03	4.1.1.19	Pyruvoyl-dependent arginine decarboxylase 2 OS Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 Goe1 Go1 JCM 11833 OCM 88) GN pdaD2 PE 3 SV 1 # UNIPROT P58890 ARGDECARBOX-RXN MMAZ192952:MM2595-MONOMER 4.1.1.19	41.0

L2_143_9	COG_2013-12-27		COG0162 # J Translation, ribosomal structure biogenesis Function: Tyrosyl-tRNA synthetase Organism: Pasteurella multocida (Pmu)	14.0
	refseq-nr-2014-01-18		Tyrosine--tRNA ligase	2.0
	seed-2014-01-30	6.1.1.1	Tyrosyl-tRNA synthetase (EC 6.1.1.1) ## cluster 1 [Haemophilus	18.0
	metacyc-v4-2011-07-03	6.1.1.1	Tyrosyl-tRNA synthetase 2 OS Bacillus licheniformis (strain DSM 13 / ATCC 14580) GN tyrS2 PE 3 SV 1 # UNIPROT Q65MW0 TYROSINE--TRNA-LIGASE-RXN BLIC279010:BL00484-MONOMER 6.1.1.1	34.0

L2_143_10	COG_2013-12-27		COG0691 # O Posttranslational modification, protein turnover, chaperones Function: tmRNA-binding Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0
	refseq-nr-2014-01-18		single-stranded DNA-binding protein	2.0
	seed-2014-01-30		tmRNA-binding protein SmpB	2.0

L2_143_11				
	refseq-nr-2014-01-18		FAD-linked oxidase	2.0
	seed-2014-01-30	1.1.2.4	D-lactate dehydrogenase (Cytochrome) (EC 1.1.2.4)	15.0

L2_143_12				
	refseq-nr-2014-01-18		peptidoglycan glycosyltransferase	2.0
	seed-2014-01-30	2.4.1.129	Cell division protein FtsI (EC 2.4.1.129)	15.0

L2_143_13				
	seed-2014-01-30		Rod shape-determining protein MreD	3.0

L2_143_14				
	refseq-nr-2014-01-18		rod shape-determining protein MreC	3.0
	seed-2014-01-30		Rod shape-determining protein MreC	3.0

L2_143_15				
	refseq-nr-2014-01-18		Heat shock protein 60 family co-chaperone GroES	6.0
	seed-2014-01-30		Heat shock protein 60 family co-chaperone GroES	6.0

L2_143_16	COG_2013-12-27		COG0379 # H Coenzyme transport metabolism Function: Quinolinate synthase Organism: Nostoc sp. PCC 7120 (Nos)	15.0
	refseq-nr-2014-01-18		quinolinate synthetase	2.0
	seed-2014-01-30	2.5.1.72	Quinolinate synthetase (EC 2.5.1.72)	14.0
	metacyc-v4-2011-07-03	2.5.1.72	Quinolinate synthase A OS Prochlorococcus marinus (strain MIT 9313) GN nadA PE 3 SV 1 # UNIPROT Q7V7S6 QUINOLINATE-SYNTHA-RXN PMAR74547:PMT0661-MONOMER 2.5.1.72	31.0

L2_143_17				
	seed-2014-01-30		FIG00495737: 	1.0

L2_143_18				
	seed-2014-01-30		Pentapeptide repeat	2.0

L2_143_19				
	refseq-nr-2014-01-18		3-oxoacyl-ACP synthase	2.0
	seed-2014-01-30	2.3.1.41	3-oxoacyl-(acyl carrier protein) synthase (EC 2.3.1.41)	16.0

L2_143_20	COG_2013-12-27		COG2195 # E Amino acid transport metabolism Function: Di- tripeptidases Organism: Escherichia coli O157:H7 EDL933 (EcZ)	16.0
	refseq-nr-2014-01-18		aminoacyl-histidine dipeptidase	2.0
	seed-2014-01-30	3.4.13.3	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	16.0

L2_143_21	COG_2013-12-27		COG4675 # S Function unknown Function: Microcystin-dependent protein Organism: Nostoc sp. PCC 7120 (Nos)	13.0
	refseq-nr-2014-01-18		tail collar protein	2.0
	seed-2014-01-30		Microcystin dependent protein	2.0

L2_143_23	COG_2013-12-27		COG0209 # F Nucleotide transport metabolism Function: Ribonucleotide reductase, alpha subunit Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	18.0
	refseq-nr-2014-01-18		ribonucleotide-diphosphate reductase subunit alpha	4.0
	seed-2014-01-30	1.17.4.1	Ribonucleotide reductase class II (coenzyme B12-dependent) (EC 1.17.4.1)	18.0

L2_143_24				
	refseq-nr-2014-01-18		Plasmid pRiA4b ORF-3-like protein	3.0

L2_148_0				
	refseq-nr-2014-01-18		Polymorphic membrane protein, Chlamydia:Haemagluttinin:Filamentous haemagglutinin-like	5.0
	seed-2014-01-30		FIG00498671: 	1.0

L2_148_1				
	refseq-nr-2014-01-18		adenosylcobinamide kinase	2.0
	seed-2014-01-30	2.7.7.62	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)	14.0

L2_148_2				
	refseq-nr-2014-01-18		Haemagluttinin:Filamentous haemagglutinin-like	2.0

L2_149_2				
	refseq-nr-2014-01-18		 [	1.0
	seed-2014-01-30		FIG00499611: 	1.0

L2_149_3				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0

L2_149_4				
	refseq-nr-2014-01-18		isoprenylcysteine carboxyl methyltransferase	3.0
	seed-2014-01-30		Isoprenylcysteine carboxyl methyltransferase	3.0

L2_149_5				
	seed-2014-01-30		FIG00946531: 	1.0

L2_149_6				
	refseq-nr-2014-01-18		coenzyme F420 hydrogenase subunit beta	5.0
	seed-2014-01-30		Coenzyme F420-reducing hydrogenase related protein	4.0

L2_149_7				
	refseq-nr-2014-01-18		coenzyme F420 hydrogenase subunit beta	5.0
	seed-2014-01-30		Coenzyme F420-reducing hydrogenase related protein	4.0

L2_149_8				
	refseq-nr-2014-01-18		short-chain dehydrogenase	2.0
	seed-2014-01-30	1.1.1.100	3-oxoacyl- reductase (EC 1.1.1.100)	14.0

L2_149_9				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		FIG00496531: 	1.0

L2_149_11				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		Lycopene cyclase, CruA type	4.0

L2_149_12				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		FIG00497171: 	1.0

L2_149_13	COG_2013-12-27		COG1830 # G Carbohydrate transport metabolism Function: DhnA-type fructose-1,6-bisphosphate aldolase related enzymes Organism: Escherichia coli O157:H7 EDL933 (EcZ)	18.0
	refseq-nr-2014-01-18		aldolase	1.0
	seed-2014-01-30		Autoinducer 2 (AI-2) aldolase LsrF (EC 4.2.1.-)	7.0

L2_149_14				
	refseq-nr-2014-01-18		Class II aldolase/adducin family protein	4.0
	seed-2014-01-30		Putative oxidoreductase	2.0

L2_149_15				
	seed-2014-01-30		FIG00495998: 	1.0

L2_149_16				
	seed-2014-01-30		FIG00497285: 	1.0

L2_149_17				
	refseq-nr-2014-01-18		2-oxoglutarate synthase	2.0
	seed-2014-01-30		2-vinyl bacteriochlorophyllide hydratase BchF (EC 4.2.1.-)	6.0

L2_149_18				
	refseq-nr-2014-01-18		radical SAM protein	2.0
	seed-2014-01-30		Bacteriochlorophyllide c C8 methyltransefase BchQ	5.0

L2_149_20				
	refseq-nr-2014-01-18		protochlorophyllide reductase	2.0
	seed-2014-01-30		FIG00495524: 	1.0

L2_88_0				
	refseq-nr-2014-01-18		DNA mismatch repair protein MutS	4.0
	seed-2014-01-30		Recombination inhibitory protein MutS2	3.0
