KO	Function Category Level 4	Gene Count
K02144	ATPeV54kD; V-type H+-transporting ATPase 54 kD subunit [EC:3.6.3.14]	0
K02146	ATPeVAC39, ATP6D; V-type H+-transporting ATPase subunit AC39 [EC:3.6.3.14]	0
K13289	CTSA; cathepsin A (carboxypeptidase C) [EC:3.4.16.5]	0
K06501	CD68; CD68 antigen	0
K10532	HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]	0
K13444	SUMF1, FGE; sulfatase modifying factor 1	0
K13443	NPC2; Niemann-Pick C2 protein	0
K08048	ADCY8; adenylate cyclase 8 [EC:4.6.1.1]	0
K08959	CSNK1D; casein kinase 1, delta [EC:2.7.11.1]	0
K02677	CPKC; classical protein kinase C [EC:2.7.11.13]	0
K12318	GUCY1A; guanylate cyclase soluble subunit alpha [EC:4.6.1.2]	0
K08049	ADCY9; adenylate cyclase 9 [EC:4.6.1.1]	0
K08043	ADCY3; adenylate cyclase 3 [EC:4.6.1.1]	0
K08042	ADCY2; adenylate cyclase 2 [EC:4.6.1.1]	0
K08041	ADCY1; adenylate cyclase 1 [EC:4.6.1.1]	0
K04357	EGF; epidermal growth factor	0
K08046	ADCY6; adenylate cyclase 6 [EC:4.6.1.1]	0
K08045	ADCY5; adenylate cyclase 5 [EC:4.6.1.1]	0
K08044	ADCY4; adenylate cyclase 4 [EC:4.6.1.1]	0
K07372	GJA1, CX43; gap junction protein, alpha 1	0
K07373	GJA9, CX36; gap junction protein, alpha 9	0
K07374	TUBA; tubulin alpha	0
K07375	TUBB; tubulin beta	0
K07376	PRKG; protein kinase, cGMP-dependent [EC:2.7.11.12]	0
K02833	HRAS; GTPase HRas	0
K04371	ERK1_2; extracellular signal-regulated kinase 1/2 [EC:2.7.11.24]	0
K04604	GRM1_5; metabotropic glutamate receptor 1/5	0
K04144	DRD1; dopamine receptor D1	0
K04145	DRD2; dopamine receptor D2	0
K04141	ADRB1; adrenergic receptor beta-1	0
K04960	ITPR3; inositol 1,4,5-triphosphate receptor type 3	0
K03099	SOS; son of sevenless	0
K04420	MAP3K2, MEKK2; mitogen-activated protein kinase kinase kinase 2 [EC:2.7.11.25]	0
K04463	MAP2K5, MEK5; mitogen-activated protein kinase kinase 5 [EC:2.7.12.2]	0
K04464	MAPK7, ERK5; mitogen-activated protein kinase 7 [EC:2.7.11.24]	0
K02087	CDK1, CDC2; cyclin-dependent kinase 1 [EC:2.7.11.22]	0
K04289	LPAR1, EDG2; lysophosphatidic acid receptor 1	0
K08047	ADCY7; adenylate cyclase 7 [EC:4.6.1.1]	0
K07827	KRAS, KRAS2; GTPase KRas	0
K04157	HTR2; 5-hydroxytryptamine receptor 2	0
K05858	PLCB; phospholipase C, beta [EC:3.1.4.11]	0
K04345	PKA; protein kinase A [EC:2.7.11.11]	0
K05450	PDGFC_D; platelet derived growth factor C/D	0
K05089	PDGFRB; platelet-derived growth factor receptor beta [EC:2.7.10.1]	0
K04634	GNAQ; guanine nucleotide binding protein (G protein), alpha q polypeptide	0
K05701	TJP1, ZO1; tight junction protein 1	0
K04959	ITPR2; inositol 1,4,5-triphosphate receptor type 2	0
K04958	ITPR1; inositol 1,4,5-triphosphate receptor type 1	0
K05704	SRC; proto-oncogene tyrosine-protein kinase Src [EC:2.7.10.2]	0
K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]	0
K04369	MAP2K2, MEK2; mitogen-activated protein kinase kinase 2 [EC:2.7.12.2]	0
K07828	NRAS; GTPase NRas	0
K12319	GUCY1B; guanylate cyclase soluble subunit beta [EC:4.6.1.2]	0
K04635	GNA11; guanine nucleotide binding protein (G protein), alpha 11	0
K04630	GNAI; guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide	0
K04363	PDGFRA; platelet-derived growth factor receptor alpha [EC:2.7.10.1]	0
K04632	GNAS; guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide	0
K04361	EGFR, ERBB1; epidermal growth factor receptor [EC:2.7.10.1]	0
K04366	RAF1; RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0
K04359	PDGFA_B; platelet derived growth factor A/B	0
K04364	GRB2; growth factor receptor-binding protein 2	0
K07860	RAC2; Ras-related C3 botulinum toxin substrate 2	0
K07861	RAC3; Ras-related C3 botulinum toxin substrate 3	0
K01110	E3.1.3.67, PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase [EC:3.1.3.67]	0
K02158	BAD; BCL2-antagonist of cell death	0
K05448	VEGFA_B; vascular endothelial growth factor A/B, PGF	0
K05449	VEGFC_D; vascular endothelial growth factor C/D	0
K06591	ITGB8; integrin beta 8	0
K06590	ITGB7; integrin beta 7	0
K04371	ERK1_2; extracellular signal-regulated kinase 1/2 [EC:2.7.11.24]	0
K04375	ELK1; ETS domain-containing protein Elk-1	0
K05699	ACTN; actinin alpha	0
K04503	CCND1; cyclin D1	0
K05692	ACTB_G1; actin beta/gamma 1	0
K00907	MYLK; myosin-light-chain kinase [EC:2.7.11.18]	0
K04368	MAP2K1, MEK1; mitogen-activated protein kinase kinase 1 [EC:2.7.12.2]	0
K13708	DOCK1; dedicator of cytokinesis 1	0
K13709	ARHGAP5; Rho GTPase-activating protein 5	0
K06476	ITGA2B; integrin alpha 2B	0
K05450	PDGFC_D; platelet derived growth factor C/D	0
K12958	CAV2; caveolin 2	0
K12959	CAV3; caveolin 3	0
K05459	IGF1; insulin-like growth factor 1	0
K05726	BCAR1, CAS; breast cancer anti-estrogen resistance 1	0
K04349	RASGRF1; Ras-specific guanine nucleotide-releasing factor 1	0
K06276	PDPK1; 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]	0
K06277	RAPGEF1, GRF2; Rap guanine nucleotide exchange factor (GEF) 1	0
K06274	VASP; vasodilator-stimulated phosphoprotein	0
K10351	MYL2; myosin regulatory light chain 2	0
K06272	ILK; integrin-linked kinase [EC:2.7.11.1]	0
K06273	ZYX; zyxin	0
K06270	PPP1R12A, MYPT1; protein phosphatase 1 regulatory subunit 12A	0
K06271	TLN; talin	0
K04456	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]	0
K05760	PXN; paxillin	0
K06278	CAV1; caveolin 1	0
K06279	SHC; src homology 2 domain-containing transforming protein C	0
K04514	ROCK; Rho-associated, coiled-coil containing protein kinase [EC:2.7.11.1]	0
K04513	RHOA; Ras homolog gene family, member A	0
K04410	PAK2; p21-activated kinase 2 [EC:2.7.11.1]	0
K04353	RAP1A; Ras-related protein Rap-1A	0
K04357	EGF; epidermal growth factor	0
K04359	PDGFA_B; platelet derived growth factor A/B	0
K06275	PARV; parvin	0
K06269	PPP1C; protein phosphatase 1, catalytic subunit [EC:3.1.3.16]	0
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	0
K02105	CTNNB1; catenin (cadherin-associated protein), beta 1	0
K04725	BIRC2_3_4; baculoviral IAP repeat-containing 2/3/4	0
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	0
K03853	CAPN2; calpain-2 [EC:3.4.22.53]	0
K05740	DIAPH1; diaphanous 1	0
K05735	PAK6; p21-activated kinase 6 [EC:2.7.11.1]	0
K06493	ITGB3; integrin beta 3	0
K06250	SPP1, BNSP, OPN; secreted phosphoprotein 1	0
K06251	VTN; vitronectin	0
K06252	TN; tenascin	0
K06253	IBSP; integrin binding sialoprotein	0
K04437	FLNA; filamin	0
K10151	CCND2; cyclin D2	0
K10152	CCND3; cyclin D3	0
K05637	LAMA1_2; laminin, alpha 1/2	0
K04438	CRK, CRKII; proto-oncogene C-crk	0
K05636	LAMB1; laminin, beta 1	0
K05635	LAMC1; laminin, gamma 1	0
K05732	GRLF1; glucocorticoid receptor DNA-binding factor 1	0
K05733	PAK3, MRX30; p21-activated kinase 3 [EC:2.7.11.1]	0
K05730	VAV; vav oncogene	0
K05736	PAK7; p21-activated kinase 7 [EC:2.7.11.1]	0
K05734	PAK4; p21-activated kinase 4 [EC:2.7.11.1]	0
K03900	VWF; von Willebrand factor	0
K06485	ITGA6; integrin alpha 6	0
K06484	ITGA5; integrin alpha 5	0
K06487	ITGAV; integrin alpha V	0
K06481	ITGA2; integrin alpha 2	0
K06480	ITGA1; integrin alpha 1	0
K06483	ITGA4; integrin alpha 4	0
K06482	ITGA3; integrin alpha 3	0
K04440	JNK; c-Jun N-terminal kinase [EC:2.7.11.24]	0
K06249	RELN; reelin [EC:3.4.21.-]	0
K06248	CHAD; chondroadherin	0
K06247	LAMC3; laminin, gamma 3	0
K06246	LAMC2; laminin, gamma 2	0
K06245	LAMB4; laminin, beta 4	0
K06244	LAMB3; laminin, beta 3	0
K06243	LAMB2; laminin, beta 2	0
K06241	LAMA4; laminin, alpha 4	0
K06240	LAMA3_5; laminin, alpha 3/5	0
K02161	BCL2; apoptosis regulator BCL-2	0
K02833	HRAS; GTPase HRas	0
K04448	JUN; transcription factor AP-1	0
K05725	PTK2, FAK; PTK2 protein tyrosine kinase 2 [EC:2.7.10.2]	0
K05089	PDGFRB; platelet-derived growth factor receptor beta [EC:2.7.10.1]	0
K06525	ITGB4; integrin beta 4	0
K05087	IGF1R; insulin-like growth factor 1 receptor [EC:2.7.10.1]	0
K05083	ERBB2, HER2; receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]	0
K06238	COL6A; collagen, type VI, alpha	0
K06236	COL1AS; collagen, type I/II/III/V/XI, alpha	0
K06237	COL4A; collagen, type IV, alpha	0
K05700	VCL; vinculin	0
K12754	MYL7; myosin regulatory light chain 7	0
K12755	MYL9; myosin regulatory light chain 9	0
K12756	MYL10; myosin regulatory light chain 10	0
K12757	MYL12; myosin regulatory light chain 12	0
K12753	MYL5; myosin regulatory light chain 5	0
K02677	CPKC; classical protein kinase C [EC:2.7.11.13]	0
K12758	MYLPF; fast skeletal myosin light chain 2	0
K03083	GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26]	0
K04393	CDC42; cell division control protein 42	0
K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	0
K05099	MET, HGFR; proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]	0
K05098	KDR, VEGFR2; kinase insert domain protein receptor [EC:2.7.10.1]	0
K05719	ITGB1; integrin beta 1	0
K05717	FN1; fibronectin 1	0
K05097	FLT4, VEGFR3; FMS-like tyrosine kinase 4 [EC:2.7.10.1]	0
K05096	FLT1, VEGFR1; FMS-like tyrosine kinase 1 [EC:2.7.10.1]	0
K05460	HGF; hepatocyte growth factor	0
K07836	RAP1B; Ras-related protein Rap-1B	0
K03099	SOS; son of sevenless	0
K04409	PAK1; p21-activated kinase 1 [EC:2.7.11.1]	0
K05703	FYN; proto-oncogene tyrosine-protein kinase Fyn [EC:2.7.10.2]	0
K04366	RAF1; RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0
K04659	THBS; thrombospondin	0
K05704	SRC; proto-oncogene tyrosine-protein kinase Src [EC:2.7.10.2]	0
K06584	ITGA8; integrin alpha 8	0
K06585	ITGA9; integrin alpha 9	0
K06586	ITGA10; integrin alpha 10	0
K06587	ITGA11; integrin alpha 11	0
K06583	ITGA7; integrin alpha 7	0
K04363	PDGFRA; platelet-derived growth factor receptor alpha [EC:2.7.10.1]	0
K04361	EGFR, ERBB1; epidermal growth factor receptor [EC:2.7.10.1]	0
K06588	ITGB5; integrin beta 5	0
K06589	ITGB6; integrin beta 6	0
K04364	GRB2; growth factor receptor-binding protein 2	0
K04365	BRAF; B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0
K06786	JAM4, JCAM; junction adhesion molecule 4	0
K12754	MYL7; myosin regulatory light chain 7	0
K12756	MYL10; myosin regulatory light chain 10	0
K06785	JAM3; junction adhesion molecule 3	0
K04513	RHOA; Ras homolog gene family, member A	0
K02105	CTNNB1; catenin (cadherin-associated protein), beta 1	0
K02677	CPKC; classical protein kinase C [EC:2.7.11.13]	0
K01110	E3.1.3.67, PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase [EC:3.1.3.67]	0
K12758	MYLPF; fast skeletal myosin light chain 2	0
K04456	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]	0
K06105	TJP4, PILT; tight junction protein 4 (peripheral)	0
K05631	AIP3, WWP3, BAIAP1; atrophin-1 interacting protein 3 (BAI1-associated protein 1)	0
K12757	MYL12; myosin regulatory light chain 12	0
K04393	CDC42; cell division control protein 42	0
K06069	APKC; atypical protein kinase C [EC:2.7.11.13]	0
K06068	NPKC; novel protein kinase C [EC:2.7.11.13]	0
K06108	RAB3B; Ras-related protein Rab-3B	0
K06109	RAB13; Ras-related protein Rab-13	0
K06735	JAM2; junctional adhesion molecule 2	0
K04237	PARD3; partitioning defective protein 3	0
K04354	PPP2R2; protein phosphatase 2 (formerly 2A), regulatory subunit B	0
K06100	SYMPK; symplekin	0
K06101	ASH1L; histone-lysine N-methyltransferase ASH1L [EC:2.1.1.43]	0
K06102	CGN; cingulin	0
K12753	MYL5; myosin regulatory light chain 5	0
K06104	AMOTL1, JEAP; angiomotin like 1	0
K06103	CASK; calcium/calmodulin-dependent serine protein kinase [EC:2.7.11.1]	0
K06106	CTTN, EMS1; cortactin	0
K06107	EPB41, 4.1R; erythrocyte membrane protein band 4.1	0
K06089	F11R, JAM1; junctional adhesion molecule 1	0
K06088	OCLN; occludin	0
K10351	MYL2; myosin regulatory light chain 2	0
K07831	MRAS; Ras-related protein M-Ras	0
K07830	RRAS2, TC21; Ras-related protein R-Ras2	0
K06087	CLDN; claudin	0
K05699	ACTN; actinin alpha	0
K04424	ZAK, MLTK; sterile alpha motif and leucine zipper containing kinase AZK [EC:2.7.11.25]	0
K05692	ACTB_G1; actin beta/gamma 1	0
K05691	CTNNA; catenin (cadherin-associated protein), alpha	0
K03097	CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]	0
K03456	PPP2R1; protein phosphatase 2 (formerly 2A), regulatory subunit A	0
K06092	INADL, PATJ; InaD-like protein	0
K03115	CSNK2B; casein kinase II subunit beta	0
K06111	EXOC4, SEC8L1; exocyst complex component 4	0
K06110	EXOC3, SEC6L1; exocyst complex component 3	0
K07827	KRAS, KRAS2; GTPase KRas	0
K02089	CDK4; cyclin-dependent kinase 4 [EC:2.7.11.22]	0
K12755	MYL9; myosin regulatory light chain 9	0
K05701	TJP1, ZO1; tight junction protein 1	0
K02833	HRAS; GTPase HRas	0
K05629	AIP1; atrophin-1 interacting protein 1	0
K05702	AF6, MLLT4; afadin	0
K04382	PPP2C; protein phosphatase 2 (formerly 2A), catalytic subunit [EC:3.1.3.16]	0
K06112	MAGI3; membrane-associated guanylate kinase-related	0
K05705	YES; proto-oncogene tyrosine-protein kinase Yes [EC:2.7.10.2]	0
K05704	SRC; proto-oncogene tyrosine-protein kinase Src [EC:2.7.10.2]	0
K10352	MYH; myosin heavy chain	0
K06098	TJP2, ZO2; tight junction protein 2	0
K06099	CSDA, ZONAB; cold shock domain protein A	0
K07828	NRAS; GTPase NRas	0
K07829	RRAS; Ras-related protein R-Ras	0
K04630	GNAI; guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide	0
K06093	PARD6; partitioning defective protein 6	0
K06090	CRB3; crumbs 3	0
K06091	MPP5, PALS1; membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	0
K06096	VAPA; vesicle-associated membrane protein-associated protein A	0
K06097	TJP3, ZO3; tight junction protein 3	0
K06094	LLGL; lethal giant larvae	0
K06095	MPDZ, MUPP1; multiple PDZ domain protein	0
K05627	BAIAP2, IRSP53; BAI1-associated protein 2	0
K04513	RHOA; Ras homolog gene family, member A	0
K05698	PTPRJ, DEP1; protein tyrosine phosphatase, receptor type, J [EC:3.1.3.48]	0
K07860	RAC2; Ras-related C3 botulinum toxin substrate 2	0
K07861	RAC3; Ras-related C3 botulinum toxin substrate 3	0
K04388	TGFBR2; TGF-beta receptor type-2 [EC:2.7.11.30]	0
K05689	CDHE, CDH1; cadherin 1, type 1, E-cadherin	0
K04393	CDC42; cell division control protein 42	0
K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	0
K04371	ERK1_2; extracellular signal-regulated kinase 1/2 [EC:2.7.11.24]	0
K05748	WASF2; WAS protein family, member 2	0
K06531	PVRL2; poliovirus receptor-related protein 2	0
K05099	MET, HGFR; proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]	0
K04237	PARD3; partitioning defective protein 3	0
K04468	NLK; nemo like kinase [EC:2.7.11.24]	0
K02620	TCF7; transcription factor 7	0
K04501	SMAD4; SMAD, mothers against DPP 4	0
K06593	PVRL4; poliovirus receptor-related 4	0
K06592	PVRL3; poliovirus receptor-related protein 3	0
K06081	PVRL1; poliovirus receptor-related protein 1	0
K06083	WASF3; WAS protein family, member 3	0
K05753	WASF1; WAS protein family, member 1	0
K06085	SSX2IP, ADIP; synovial sarcoma, X breakpoint 2 interacting protein	0
K06084	LMO7, FBXO20; F-box protein 20	0
K06086	SORBS1, SH3D5, PONSIN, CAP; sorbin and SH3 domain containing 1	0
K05699	ACTN; actinin alpha	0
K02105	CTNNB1; catenin (cadherin-associated protein), beta 1	0
K04427	MAP3K7, TAK1; mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]	0
K05083	ERBB2, HER2; receptor tyrosine-protein kinase erbB-2 [EC:2.7.10.1]	0
K04500	SMAD2_3; SMAD, mothers against DPP 2/3	0
K04527	INSR; insulin receptor [EC:2.7.10.1]	0
K05691	CTNNA; catenin (cadherin-associated protein), alpha	0
K05690	CTNND1; catenin (cadherin-associated protein), delta 1	0
K05693	PTPRM; protein tyrosine phosphatase, receptor type, M [EC:3.1.3.48]	0
K05692	ACTB_G1; actin beta/gamma 1	0
K05695	PTPRF, LAR; protein tyrosine phosphatase, receptor type, F [EC:3.1.3.48]	0
K05694	PTPRB, PTPB; protein tyrosine phosphatase, receptor type, B [EC:3.1.3.48]	0
K05697	PTPN6, SHP-1; protein tyrosine phosphatase, non-receptor type 6 [EC:3.1.3.48]	0
K05696	PTPN1, PTP1B; protein tyrosine phosphatase, non-receptor type 1 [EC:3.1.3.48]	0
K04362	FGFR1; fibroblast growth factor receptor 1 [EC:2.7.10.1]	0
K03115	CSNK2B; casein kinase II subunit beta	0
K03097	CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]	0
K05747	WAS; Wiskott-Aldrich syndrome protein	0
K06082	FARP2, FRG; FERM, RhoGEF and pleckstrin domain protein 2	0
K05703	FYN; proto-oncogene tyrosine-protein kinase Fyn [EC:2.7.10.2]	0
K05702	AF6, MLLT4; afadin	0
K05701	TJP1, ZO1; tight junction protein 1	0
K05700	VCL; vinculin	0
K05707	SNAI1; snail 1	0
K05706	SNAI2, SLUG; snail 2	0
K05705	YES; proto-oncogene tyrosine-protein kinase Yes [EC:2.7.10.2]	0
K05704	SRC; proto-oncogene tyrosine-protein kinase Src [EC:2.7.10.2]	0
K04498	EP300, CREBBP, KAT3; E1A/CREB-binding protein [EC:2.3.1.48]	0
K04674	TGFBR1; TGF-beta receptor type-1 [EC:2.7.11.30]	0
K05087	IGF1R; insulin-like growth factor 1 receptor [EC:2.7.10.1]	0
K04490	TCF7L1; transcription factor 7-like 1	0
K04491	TCF7L2; transcription factor 7-like 2	0
K04492	LEF1; lymphoid enhancer-binding factor 1	0
K04361	EGFR, ERBB1; epidermal growth factor receptor [EC:2.7.10.1]	0
K07860	RAC2; Ras-related C3 botulinum toxin substrate 2	0
K07861	RAC3; Ras-related C3 botulinum toxin substrate 3	0
K05760	PXN; paxillin	0
K06591	ITGB8; integrin beta 8	0
K06590	ITGB7; integrin beta 7	0
K06594	ITGAD; integrin alpha D	0
K04371	ERK1_2; extracellular signal-regulated kinase 1/2 [EC:2.7.11.24]	0
K00889	E2.7.1.68, PIP5K; 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]	0
K05699	ACTN; actinin alpha	0
K05692	ACTB_G1; actin beta/gamma 1	0
K06476	ITGA2B; integrin alpha 2B	0
K08845	ARAF, ARAF1; A-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	0
K02085	APC; adenomatosis polyposis coli protein	0
K00907	MYLK; myosin-light-chain kinase [EC:2.7.11.18]	0
K05450	PDGFC_D; platelet derived growth factor C/D	0
K13708	DOCK1; dedicator of cytokinesis 1	0
K04346	GNA12; guanine nucleotide binding protein (G protein), alpha 12	0
K04347	GNG12; guanine nucleotide binding protein (G protein), gamma 12	0
K05754	ARPC5; actin related protein 2/3 complex, subunit 5	0
K06525	ITGB4; integrin beta 4	0
K04133	CHRM5; muscarinic acetylcholine receptor M5	0
K12330	ARHGEF1; Rho guanine nucleotide exchange factor 1	0
K02833	HRAS; GTPase HRas	0
K05769	ARHGEF4, ASEF; Rho guanine nucleotide exchange factor 4	0
K05756	ARPC3; actin related protein 2/3 complex, subunit 3	0
K06270	PPP1R12A, MYPT1; protein phosphatase 1 regulatory subunit 12A	0
K05728	CSK; c-src tyrosine kinase [EC:2.7.10.2]	0
K05765	CFL; cofilin	0
K05764	TMSB4; thymosin, beta 4	0
K05767	IQGAP; IQ motif containing GTPase activating protein	0
K05766	SSH; slingshot	0
K05086	INSRR; insulin receptor-related receptor [EC:2.7.10.1]	0
K05763	MSN; moesin	0
K05762	RDX; radixin	0
K04514	ROCK; Rho-associated, coiled-coil containing protein kinase [EC:2.7.11.1]	0
K04513	RHOA; Ras homolog gene family, member A	0
K13710	ARHGEF7, PIXB; Rho guanine nucleotide exchange factor 7	0
K06462	ITGAX; integrin alpha X	0
K06461	ITGAM; integrin alpha M	0
K04357	EGF; epidermal growth factor	0
K06464	ITGB2; integrin beta 2	0
K04359	PDGFA_B; platelet derived growth factor A/B	0
K04358	FGF; fibroblast growth factor	0
K05758	ARPC2; actin related protein 2/3 complex, subunit 2	0
K05759	PFN; profilin	0
K10351	MYL2; myosin regulatory light chain 2	0
K05750	NCKAP1, NAP125; NCK-associated protein 1	0
K05751	ABI2; abl interactor 2	0
K05752	C3ORF10, HSPC300; chromosome 3 open reading frame 10	0
K05753	WASF1; WAS protein family, member 1	0
K06269	PPP1C; protein phosphatase 1, catalytic subunit [EC:3.1.3.16]	0
K05755	ARPC4; actin related protein 2/3 complex, subunit 4	0
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	0
K05757	ARPC1A_B; actin related protein 2/3 complex, subunit 1A/1B	0
K04526	INS; insulin	0
K00920	E2.7.1.149, PIP4K; 1-phosphatidylinositol-5-phosphate 4-kinase [EC:2.7.1.149]	0
K00921	PIKFYVE, FAB1; 1-phosphatidylinositol-3-phosphate 5-kinase [EC:2.7.1.150]	0
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	0
K05737	GIT1; G protein-coupled receptor kinase interactor 1	0
K05747	WAS; Wiskott-Aldrich syndrome protein	0
K05746	ENAH, MENA; enabled	0
K05745	DIAPH3, DRF3; diaphanous 3	0
K05744	LIMK2; LIM domain kinase 2 [EC:2.7.11.1]	0
K05743	LIMK1; LIM domain kinase 1 [EC:2.7.11.1]	0
K05742	SLC9A1, NHE1; solute carrier family 9 (sodium/hydrogen exchanger), member 1	0
K05741	DIAPH2; diaphanous 2	0
K05740	DIAPH1; diaphanous 1	0
K05627	BAIAP2, IRSP53; BAI1-associated protein 2	0
K06493	ITGB3; integrin beta 3	0
K05749	CYFIP; cytoplasmic FMR1 interacting protein	0
K05748	WASF2; WAS protein family, member 2	0
K03914	F2R, PAR1; coagulation factor II (thrombin) receptor	0
K03915	BDKRB1; bradykinin receptor B1	0
K03916	BDKRB2; bradykinin receptor B2	0
K12754	MYL7; myosin regulatory light chain 7	0
K04438	CRK, CRKII; proto-oncogene C-crk	0
K05732	GRLF1; glucocorticoid receptor DNA-binding factor 1	0
K05733	PAK3, MRX30; p21-activated kinase 3 [EC:2.7.11.1]	0
K05730	VAV; vav oncogene	0
K05731	TIAM; T-cell lymphoma invasion and metastasis	0
K05736	PAK7; p21-activated kinase 7 [EC:2.7.11.1]	0
K04129	CHRM1; muscarinic acetylcholine receptor M1	0
K05734	PAK4; p21-activated kinase 4 [EC:2.7.11.1]	0
K05735	PAK6; p21-activated kinase 6 [EC:2.7.11.1]	0
K06485	ITGA6; integrin alpha 6	0
K06484	ITGA5; integrin alpha 5	0
K06487	ITGAV; integrin alpha V	0
K06481	ITGA2; integrin alpha 2	0
K06480	ITGA1; integrin alpha 1	0
K06483	ITGA4; integrin alpha 4	0
K06482	ITGA3; integrin alpha 3	0
K05768	GSN; gelsolin	0
K08007	VIL2; villin 2 (ezrin)	0
K05720	FGD1; FYVE, RhoGEF and PH domain containing 1	0
K05722	FGD3; FYVE, RhoGEF and PH domain containing 3	0
K05725	PTK2, FAK; PTK2 protein tyrosine kinase 2 [EC:2.7.10.2]	0
K05089	PDGFRB; platelet-derived growth factor receptor beta [EC:2.7.10.1]	0
K06524	ITGAE; integrin alpha E	0
K05726	BCAR1, CAS; breast cancer anti-estrogen resistance 1	0
K05729	ARHGEF6, PIXA; Rho guanine nucleotide exchange factor 6	0
K04132	CHRM4; muscarinic acetylcholine receptor M4	0
K04131	CHRM3; muscarinic acetylcholine receptor M3	0
K04130	CHRM2; muscarinic acetylcholine receptor M2	0
K04639	GNA13; guanine nucleotide binding protein (G protein), alpha 13	0
K07828	NRAS; GTPase NRas	0
K07829	RRAS; Ras-related protein R-Ras	0
K07827	KRAS, KRAS2; GTPase KRas	0
K07532	ARHGEF12, LARG; Rho guanine nucleotide exchange factor 12	0
K04410	PAK2; p21-activated kinase 2 [EC:2.7.11.1]	0
