COGID	Function	Gene Count
COG4517	Uncharacterized protein conserved in bacteria	0
COG4518	Mu-like prophage FluMu protein gp41	0
COG3921	Uncharacterized protein conserved in bacteria	0
COG5521	Predicted integral membrane protein	0
COG3924	Predicted membrane protein	0
COG4458	Uncharacterized protein conserved in bacteria, putative virulence factor	0
COG5478	Predicted small integral membrane protein	0
COG5474	Uncharacterized conserved protein	0
COG2001	Uncharacterized protein conserved in bacteria	0
COG4453	Uncharacterized protein conserved in bacteria	0
COG5412	Phage-related protein	0
COG5470	Uncharacterized conserved protein	0
COG3108	Uncharacterized protein conserved in bacteria	0
COG2006	Uncharacterized conserved protein	0
COG4456	Virulence-associated protein and related proteins	0
COG3089	Uncharacterized protein conserved in bacteria	0
COG2898	Uncharacterized conserved protein	0
COG5410	Uncharacterized protein conserved in bacteria	0
COG5620	Uncharacterized conserved protein	0
COG2318	Uncharacterized protein conserved in bacteria	0
COG0344	Predicted membrane protein	0
COG5551	Uncharacterized conserved protein	0
COG3085	Uncharacterized protein conserved in bacteria	0
COG3084	Uncharacterized protein conserved in bacteria	0
COG4894	Uncharacterized conserved protein	0
COG4951	Uncharacterized protein conserved in bacteria	0
COG4954	Uncharacterized protein conserved in bacteria	0
COG4955	Uncharacterized protein conserved in bacteria	0
COG2908	Uncharacterized protein conserved in bacteria	0
COG1434	Uncharacterized conserved protein	0
COG1340	Uncharacterized archaeal coiled-coil protein	0
COG3949	Uncharacterized membrane protein	0
COG1430	Uncharacterized conserved protein	0
COG1432	Uncharacterized conserved protein	0
COG1433	Uncharacterized conserved protein	0
COG3854	Uncharacterized protein conserved in bacteria	0
COG3323	Uncharacterized protein conserved in bacteria	0
COG3856	Uncharacterized conserved protein (small basic protein)	0
COG3326	Predicted membrane protein	0
COG1978	Uncharacterized protein conserved in bacteria	0
COG3820	Uncharacterized protein conserved in bacteria	0
COG1602	Uncharacterized conserved protein	0
COG4811	Predicted membrane protein	0
COG1971	Predicted membrane protein	0
COG3859	Predicted membrane protein	0
COG3287	Uncharacterized conserved protein	0
COG3286	Uncharacterized protein conserved in archaea	0
COG2135	Uncharacterized conserved protein	0
COG3556	Predicted membrane protein	0
COG3551	Uncharacterized protein conserved in bacteria	0
COG3553	Uncharacterized protein conserved in bacteria	0
COG4025	Predicted membrane protein	0
COG3494	Uncharacterized protein conserved in bacteria	0
COG3495	Uncharacterized protein conserved in bacteria	0
COG3496	Uncharacterized conserved protein	0
COG5604	Uncharacterized conserved protein	0
COG2138	Uncharacterized conserved protein	0
COG3558	Uncharacterized protein conserved in bacteria	0
COG3492	Uncharacterized protein conserved in bacteria	0
COG4270	Predicted membrane protein	0
COG2707	Predicted membrane protein	0
COG5135	Uncharacterized conserved protein	0
COG3795	Uncharacterized protein conserved in bacteria	0
COG4014	Uncharacterized protein conserved in archaea	0
COG1504	Uncharacterized conserved protein	0
COG3792	Uncharacterized protein conserved in bacteria	0
COG3791	Uncharacterized conserved protein	0
COG1507	Uncharacterized conserved protein	0
COG3656	Predicted periplasmic protein	0
COG1993	Uncharacterized conserved protein	0
COG5062	Uncharacterized membrane protein	0
COG4272	Predicted membrane protein	0
COG3652	Predicted outer membrane protein	0
COG3650	Predicted membrane protein	0
COG3651	Uncharacterized protein conserved in bacteria	0
COG5566	Uncharacterized conserved protein	0
COG5486	Predicted metal-binding integral membrane protein	0
COG4022	Uncharacterized protein conserved in archaea	0
COG2859	Uncharacterized protein conserved in bacteria	0
COG5493	Uncharacterized conserved protein containing a coiled-coil domain	0
COG2855	Predicted membrane protein	0
COG2911	Uncharacterized protein conserved in bacteria	0
COG2852	Uncharacterized protein conserved in bacteria	0
COG1238	Predicted membrane protein	0
COG2850	Uncharacterized conserved protein	0
COG1481	Uncharacterized protein conserved in bacteria	0
COG1729	Uncharacterized protein conserved in bacteria	0
COG4068	Uncharacterized protein containing a Zn-ribbon	0
COG2314	Predicted membrane protein	0
COG2315	Uncharacterized protein conserved in bacteria	0
COG1720	Uncharacterized conserved protein	0
COG5360	Uncharacterized protein conserved in bacteria	0
COG1723	Uncharacterized conserved protein	0
COG4695	Phage-related protein	0
COG4509	Uncharacterized protein conserved in bacteria	0
COG5361	Uncharacterized conserved protein	0
COG2259	Predicted membrane protein	0
COG2258	Uncharacterized protein conserved in bacteria	0
COG5085	Predicted membrane protein	0
COG5087	Uncharacterized conserved protein	0
COG3219	Uncharacterized protein conserved in bacteria	0
COG3025	Uncharacterized conserved protein	0
COG2250	Uncharacterized conserved protein related to C-terminal domain of eukaryotic chaperone, SACSIN	0
COG2253	Uncharacterized conserved protein	0
COG4885	Uncharacterized protein conserved in archaea	0
COG3212	Predicted membrane protein	0
COG4883	Uncharacterized protein conserved in archaea	0
COG2257	Uncharacterized homolog of the cytoplasmic domain of flagellar protein FhlB	0
COG3358	Uncharacterized conserved protein	0
COG3421	Uncharacterized protein conserved in bacteria	0
COG4339	Uncharacterized protein conserved in bacteria	0
COG2828	Uncharacterized protein conserved in bacteria	0
COG2469	Uncharacterized conserved protein	0
COG3274	Uncharacterized protein conserved in bacteria	0
COG3427	Uncharacterized conserved protein	0
COG4330	Predicted membrane protein	0
COG3428	Predicted membrane protein	0
COG4332	Uncharacterized protein conserved in bacteria	0
COG4333	Uncharacterized protein conserved in bacteria	0
COG4334	Uncharacterized protein conserved in bacteria	0
COG5093	Uncharacterized conserved protein	0
COG4336	Uncharacterized conserved protein	0
COG4337	Uncharacterized protein conserved in bacteria	0
COG5500	Predicted integral membrane protein	0
COG1809	Uncharacterized conserved protein	0
COG4200	Uncharacterized protein conserved in bacteria	0
COG1655	Uncharacterized protein conserved in bacteria	0
COG1656	Uncharacterized conserved protein	0
COG1650	Uncharacterized protein conserved in archaea	0
COG3528	Uncharacterized protein conserved in bacteria	0
COG1652	Uncharacterized protein containing LysM domain	0
COG3134	Predicted outer membrane lipoprotein	0
COG3139	Uncharacterized protein conserved in bacteria	0
COG5353	Uncharacterized protein conserved in bacteria	0
COG3036	Uncharacterized protein conserved in bacteria	0
COG1659	Uncharacterized protein, linocin/CFP29 homolog	0
COG3034	Uncharacterized protein conserved in bacteria	0
COG5254	Predicted membrane protein	0
COG5255	Uncharacterized protein conserved in bacteria	0
COG5559	Uncharacterized conserved small protein	0
COG2308	Uncharacterized conserved protein	0
COG4675	Microcystin-dependent protein	0
COG4754	Uncharacterized conserved protein	0
COG4676	Uncharacterized protein conserved in bacteria	0
COG4679	Phage-related protein	0
COG5552	Uncharacterized conserved protein	0
COG5383	Uncharacterized protein conserved in bacteria	0
COG4018	Uncharacterized protein conserved in archaea	0
COG5418	Predicted secreted protein	0
COG5556	Uncharacterized conserved protein	0
COG4024	Uncharacterized protein conserved in archaea	0
COG4021	Uncharacterized conserved protein	0
COG2914	Uncharacterized protein conserved in bacteria	0
COG4027	Uncharacterized protein conserved in archaea	0
COG2912	Uncharacterized conserved protein	0
COG1992	Uncharacterized conserved protein	0
COG1991	Uncharacterized conserved protein	0
COG1990	Uncharacterized conserved protein	0
COG1856	Uncharacterized homolog of biotin synthetase	0
COG2862	Predicted membrane protein	0
COG1852	Uncharacterized conserved protein	0
COG4029	Uncharacterized protein conserved in archaea	0
COG1851	Uncharacterized conserved protein	0
COG4891	Uncharacterized conserved protein	0
COG4372	Uncharacterized protein conserved in bacteria with the myosin-like domain	0
COG4890	Predicted outer membrane lipoprotein	0
COG5419	Uncharacterized conserved protein	0
COG0700	Uncharacterized membrane protein	0
COG5017	Uncharacterized conserved protein	0
COG5430	Uncharacterized secreted protein	0
COG5431	Uncharacterized metal-binding protein	0
COG5338	Uncharacterized protein conserved in bacteria	0
COG3689	Predicted membrane protein	0
COG5435	Uncharacterized conserved protein	0
COG5436	Predicted integral membrane protein	0
COG5437	Predicted secreted protein	0
COG3685	Uncharacterized protein conserved in bacteria	0
COG3205	Predicted membrane protein	0
COG3686	Predicted membrane protein	0
COG3681	Uncharacterized conserved protein	0
COG3680	Uncharacterized protein conserved in bacteria	0
COG5374	Uncharacterized conserved protein	0
COG4047	Uncharacterized protein conserved in archaea	0
COG3235	Predicted membrane protein	0
COG4897	Uncharacterized protein conserved in bacteria	0
COG5381	Uncharacterized protein conserved in bacteria	0
COG4872	Predicted membrane protein	0
COG4378	Uncharacterized protein conserved in bacteria	0
COG3045	Uncharacterized protein conserved in bacteria	0
COG4896	Uncharacterized protein conserved in bacteria	0
COG3041	Uncharacterized protein conserved in bacteria	0
COG3671	Predicted membrane protein	0
COG4743	Predicted membrane protein	0
COG5331	Uncharacterized protein conserved in bacteria	0
COG4289	Uncharacterized protein conserved in bacteria	0
COG5654	Uncharacterized conserved protein	0
COG1578	Uncharacterized conserved protein	0
COG4727	Uncharacterized protein conserved in bacteria	0
COG4858	Uncharacterized membrane-bound protein conserved in bacteria	0
COG5291	Predicted membrane protein	0
COG4855	Uncharacterized protein conserved in archaea	0
COG4380	Uncharacterized protein conserved in bacteria	0
COG1572	Uncharacterized conserved protein	0
COG4850	Uncharacterized conserved protein	0
COG4853	Uncharacterized protein conserved in bacteria	0
COG2261	Predicted membrane protein	0
COG3819	Predicted membrane protein	0
COG3952	Predicted membrane protein	0
COG4244	Predicted membrane protein	0
COG5447	Uncharacterized conserved protein	0
COG4246	Uncharacterized protein conserved in bacteria	0
COG5439	Uncharacterized conserved protein	0
COG3811	Uncharacterized protein conserved in bacteria	0
COG3812	Uncharacterized protein conserved in bacteria	0
COG0799	Uncharacterized homolog of plant Iojap protein	0
COG3814	Uncharacterized protein conserved in bacteria	0
COG3815	Predicted membrane protein	0
COG3816	Uncharacterized protein conserved in bacteria	0
COG3817	Predicted membrane protein	0
COG3612	Uncharacterized protein conserved in archaea	0
COG4483	Uncharacterized protein conserved in bacteria	0
COG3610	Uncharacterized conserved protein	0
COG4481	Uncharacterized protein conserved in bacteria	0
COG5481	Uncharacterized conserved small protein containing a coiled-coil domain	0
COG4487	Uncharacterized protein conserved in bacteria	0
COG5483	Uncharacterized conserved protein	0
COG2120	Uncharacterized proteins, LmbE homologs	0
COG2170	Uncharacterized conserved protein	0
COG2078	Uncharacterized conserved protein	0
COG3592	Uncharacterized conserved protein	0
COG3595	Uncharacterized conserved protein	0
COG4286	Uncharacterized conserved protein related to MYG1 family	0
COG3597	Uncharacterized protein/domain associated with GTPases	0
COG0316	Uncharacterized conserved protein	0
COG5298	Uncharacterized protein conserved in bacteria	0
COG3881	Uncharacterized protein conserved in bacteria	0
COG3880	Uncharacterized protein with conserved CXXC pairs	0
COG5081	Predicted membrane protein	0
COG3885	Uncharacterized conserved protein	0
COG3410	Uncharacterized conserved protein	0
COG4412	Uncharacterized protein conserved in bacteria	0
COG4680	Uncharacterized protein conserved in bacteria	0
COG4312	Uncharacterized protein conserved in bacteria	0
COG1371	Uncharacterized conserved protein	0
COG4683	Uncharacterized protein conserved in bacteria	0
COG4684	Predicted membrane protein	0
COG1376	Uncharacterized protein conserved in bacteria	0
COG4687	Uncharacterized protein conserved in bacteria	0
COG3976	Uncharacterized protein conserved in bacteria	0
COG1273	Uncharacterized conserved protein	0
COG1379	Uncharacterized conserved protein	0
COG4893	Uncharacterized protein conserved in bacteria	0
COG4929	Uncharacterized membrane-anchored protein	0
COG3253	Uncharacterized conserved protein	0
COG3251	Uncharacterized protein conserved in bacteria	0
COG4886	Leucine-rich repeat (LRR) protein	0
COG1888	Uncharacterized protein conserved in archaea	0
COG1920	Uncharacterized conserved protein	0
COG1885	Uncharacterized protein conserved in archaea	0
COG4316	Uncharacterized protein conserved in bacteria	0
COG4408	Uncharacterized protein conserved in bacteria	0
COG4922	Uncharacterized protein conserved in bacteria	0
COG4925	Uncharacterized conserved protein	0
COG2210	Uncharacterized conserved protein	0
COG5385	Uncharacterized protein conserved in bacteria	0
COG3374	Predicted membrane protein	0
COG3465	Uncharacterized conserved protein	0
COG3466	Putative transposon-encoded protein	0
COG3461	Uncharacterized conserved protein	0
COG3463	Predicted membrane protein	0
COG3462	Predicted membrane protein	0
COG4327	Predicted membrane protein	0
COG3310	Uncharacterized protein conserved in bacteria	0
COG3314	Uncharacterized protein conserved in bacteria	0
COG1470	Predicted membrane protein	0
COG3379	Uncharacterized conserved protein	0
COG3665	Uncharacterized conserved protein	0
COG1598	Uncharacterized conserved protein	0
COG3662	Uncharacterized protein conserved in bacteria	0
COG1478	Uncharacterized conserved protein	0
COG1479	Uncharacterized conserved protein	0
